",,,,,,,,,,,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Shooting,Advanced,Advanced"
"Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48"
"1399,1996,NBA,2,37,DEN,Jeff McInnis\mcinnje01,21.253,G,us,University of North Carolina,1997,2008,576,27.7,9.4,2.0,4.4,0.6,0.1,.431,.454,.328,.796,23.1,.070"
"1400,1996,NBA,2,38,BOS,Steve Hamer\hamerst01,22.231,C,us,University of Tennessee,1997,1997,35,7.7,2.2,1.7,0.2,0.1,0.1,.526,.545,.000,.552,0.2,.031"
"1401,1996,NBA,2,39,PHO,Russ Millard,,,,University of Iowa,,,,,,,,,,,,,,,"
"1402,1996,NBA,2,40,GSW,Marcus Mann,,,,Mississippi Valley State University,,,,,,,,,,,,,,,"
"1403,1996,NBA,2,41,SAC,Jason Sasser\sasseja01,22.170,F,us,Texas Tech University,1997,1999,14,7.7,2.1,1.1,0.3,0.4,0.0,.412,.419,.333,.500,0.0,-0.014"
"1404,1996,NBA,2,42,HOU,Randy Livingston\livinra01,21.091,G,us,Louisiana State University,1997,2007,203,13.2,3.8,1.4,2.0,0.6,0.2,.406,.414,.351,.771,2.3,.041"
"1405,1996,NBA,2,43,PHO,Ben Davis\davisbe01,23.188,F,us,University of Arizona,1997,2000,40,3.9,1.4,1.3,0.1,0.2,0.1,.356,.356,,.462,0.1,.040"
"1406,1996,NBA,2,44,CHH,Malik Rose\rosema01,21.221,F,us,Drexel University,1997,2009,813,16.5,6.2,4.1,0.8,0.6,0.4,.437,.442,.177,.743,26.5,.095"
"1407,1996,NBA,2,45,SEA,Joe Vogel,,,,Colorado State University,,,,,,,,,,,,,,,"
"1408,1996,NBA,2,46,POR,Marcus Brown\brownma01,22.090,G,us,Murray State University,1997,2000,27,8.5,3.4,0.8,0.9,0.3,0.1,.381,.422,.333,.714,0.3,.066"
"1409,1996,NBA,2,47,SEA,Ron Riley,,,,Arizona State University,,,,,,,,,,,,,,,"
"1410,1996,NBA,2,48,PHI,Jamie Feick\feickja01,21.364,C,us,Michigan State University,1997,2001,201,21.5,4.5,7.1,0.7,0.6,0.4,.424,.425,.400,.629,8.2,.091"
"1411,1996,NBA,2,49,ORL,Amal McCaskill\mccasam01,22.247,F-C,us,Marquette University,1997,2004,114,8.5,1.8,1.9,0.3,0.2,0.3,.377,.382,.000,.609,0.5,.024"
"1412,1996,NBA,2,50,HOU,Terrell Bell,,,,University of Georgia,,,,,,,,,,,,,,,"
"1413,1996,NBA,2,51,VAN,Chris Robinson\robinch01,22.091,G,us,Western Kentucky University,1997,1998,76,14.4,4.6,1.5,1.4,0.6,0.2,.376,.378,.374,.571,-0.1,-0.003"
"1414,1996,NBA,2,52,IND,Mark Pope\popema01,23.294,F,us,University of Kentucky,1998,2005,153,10.7,1.9,1.7,0.4,0.2,0.3,.401,.455,.179,.573,1.3,.038"
"1415,1996,NBA,2,53,MIL,Jeff Nordgaard\nordgje01,23.129,F,us,University of Wisconsin-Green Bay,1998,1998,13,3.7,1.4,1.1,0.2,0.2,0.0,.278,.278,,.889,0.0,.043"
"1416,1996,NBA,2,54,UTA,Shandon Anderson\andersh01,22.183,F-G,us,University of Georgia,1997,2006,719,22.2,7.4,3.1,1.4,0.8,0.3,.457,.498,.316,.739,23.6,.071"
"1417,1996,NBA,2,55,WSB,Ronnie Henderson,,,,Louisiana State University,,,,,,,,,,,,,,,"
"1418,1996,NBA,2,56,CLE,Reggie Geary\gearyre01,22.305,G,us,University of Arizona,1997,1998,101,9.2,2.1,0.8,1.1,0.5,0.1,.344,.349,.328,.493,0.6,.032"
"1419,1996,NBA,2,57,SEA,Drew Barry\barrydr01,23.135,G,us,Georgia Institute of Technology,1998,2000,60,10.0,2.2,1.1,1.9,0.3,0.0,.417,.475,.381,.774,0.6,.051"
"1420,1996,NBA,2,58,DAL,Darnell Robinson,,,,University of Arkansas,,,,,,,,,,,,,,,"
"1421,1995,NBA,1,1,GSW,Joe Smith\smithjo02,19.342,F,us,University of Maryland,1996,2011,1030,26.2,10.9,6.4,1.0,0.6,0.8,.455,.458,.238,.790,60.3,.107"
"1422,1995,NBA,1,2,LAC,Antonio McDyess\mcdyean01,20.299,F-C,us,University of Alabama,1996,2011,1015,27.6,12.0,7.5,1.3,0.8,1.1,.497,.499,.117,.670,69.8,.119"
"1423,1995,NBA,1,3,PHI,Jerry Stackhouse\stackje01,20.240,G-F,us,University of North Carolina,1996,2013,970,31.2,16.9,3.2,3.3,0.9,0.5,.409,.441,.309,.822,52.4,.083"
"1424,1995,NBA,1,4,WSB,Rasheed Wallace\wallara01,20.289,F-C,us,University of North Carolina,1996,2013,1109,32.7,14.4,6.7,1.8,1.0,1.3,.467,.508,.336,.721,105.1,.139"
"1425,1995,NBA,1,5,MIN,Kevin Garnett\garneke01,19.044,F-C,us,,1996,2016,1462,34.5,17.8,10.0,3.7,1.3,1.4,.497,.504,.275,.789,191.4,.182"
"1426,1995,NBA,1,6,VAN,Bryant Reeves\reevebr01,22.025,C,us,Oklahoma State University,1996,2001,395,30.6,12.5,6.9,1.6,0.5,0.8,.475,.478,.074,.703,13.0,.052"
"1427,1995,NBA,1,7,TOR,Damon Stoudamire\stoudda01,21.303,G,us,University of Arizona,1996,2008,878,33.2,13.4,3.5,6.1,1.1,0.1,.406,.430,.357,.833,55.4,.091"
"1428,1995,NBA,1,8,POR,Shawn Respert\respesh01,23.148,G,us,Michigan State University,1996,1999,172,13.7,4.9,1.3,1.0,0.5,0.0,.414,.459,.340,.816,2.1,.043"
"1429,1995,NBA,1,9,NJN,Ed O'Bannon\obanned01,22.323,F,us,University of California Los Angeles,1996,1997,128,16.1,5.0,2.5,0.8,0.6,0.2,.367,.400,.222,.755,1.1,.025"
"1430,1995,NBA,1,10,MIA,Kurt Thomas\thomaku01,22.272,F,us,Texas Christian University,1996,2013,1110,24.5,8.1,6.6,1.1,0.7,0.8,.486,.487,.281,.760,64.2,.114"
"1431,1995,NBA,1,11,MIL,Gary Trent\trentga01,20.284,F,us,Ohio University,1996,2004,506,19.5,8.6,4.5,1.0,0.4,0.3,.501,.507,.080,.643,23.2,.113"
"1432,1995,NBA,1,12,DAL,Cherokee Parks\parksch02,22.265,C-F,us,Duke University,1996,2004,472,15.8,4.4,3.6,0.6,0.4,0.6,.470,.475,.211,.630,11.8,.076"
"1433,1995,NBA,1,13,SAC,Corliss Williamson\willico02,21.211,F,us,University of Arkansas,1996,2007,822,22.8,11.1,3.9,1.2,0.6,0.3,.490,.492,.136,.714,34.7,.089"
"1434,1995,NBA,1,14,BOS,Eric Williams\willier01,22.351,F,us,Providence College,1996,2007,658,23.9,8.6,3.3,1.4,0.8,0.2,.415,.433,.318,.736,23.2,.071"
"1435,1995,NBA,1,15,DEN,Brent Barry\barrybr01,23.185,G,us,Oregon State University,1996,2009,912,25.9,9.3,3.0,3.2,1.0,0.3,.460,.525,.405,.823,70.5,.143"
"1436,1995,NBA,1,16,ATL,Alan Henderson\hendeal01,22.213,F,us,Indiana University,1996,2007,652,21.1,7.8,5.0,0.6,0.6,0.5,.469,.471,.192,.639,28.0,.097"
"1437,1995,NBA,1,17,CLE,Bob Sura\surabo01,22.100,G,us,Florida State University,1996,2005,657,23.7,8.6,3.4,3.8,1.0,0.2,.414,.450,.325,.689,28.3,.087"
"1438,1995,NBA,1,18,DET,Theo Ratliff\ratlith01,22.077,C-F,us,University of Wyoming,1996,2011,810,25.3,7.2,5.7,0.6,0.5,2.4,.496,.496,.000,.710,47.9,.112"
"1439,1995,NBA,1,19,DET,Randolph Childress\childra01,22.285,G,us,Wake Forest University,1996,1997,51,7.9,2.4,0.5,1.0,0.3,0.0,.328,.396,.273,.800,-0.2,-0.026"
"1440,1995,NBA,1,20,CHI,Jason Caffey\caffeja01,22.021,F,us,University of Alabama,1996,2003,462,19.6,7.3,4.4,0.9,0.5,0.2,.481,.483,.000,.637,13.5,.072"
"1441,1995,NBA,1,21,PHO,Michael Finley\finlemi01,22.119,G-F,us,University of Wisconsin,1996,2010,1103,34.4,15.7,4.4,2.9,0.9,0.3,.444,.467,.375,.811,85.2,.108"
"1442,1995,NBA,1,22,CHH,George Zídek\zidekge01,21.335,C,cz,University of California Los Angeles,1996,1998,135,9.8,3.4,2.1,0.2,0.1,0.1,.408,.409,.250,.783,0.8,.029"
"1443,1995,NBA,1,23,IND,Travis Best\besttr01,22.356,G,us,Georgia Institute of Technology,1996,2005,708,21.4,7.6,1.8,3.5,0.9,0.1,.431,.449,.345,.835,30.9,.098"
"1444,1995,NBA,1,24,DAL,Loren Meyer\meyerlo01,22.185,C,us,Iowa State University,1996,1999,140,14.6,4.6,3.4,0.6,0.2,0.4,.432,.435,.348,.696,0.5,.012"
"1445,1995,NBA,1,25,ORL,David Vaughn\vaughda02,22.102,F,us,University of Memphis,1996,1999,118,9.8,2.9,3.1,0.3,0.3,0.4,.423,.425,.000,.638,0.6,.026"
"1446,1995,NBA,1,26,SEA,Sherell Ford\fordsh01,22.311,F,us,University of Illinois at Chicago,1996,1996,28,5.0,3.2,0.9,0.2,0.3,0.0,.375,.473,.160,.765,0.4,.124"
"1447,1995,NBA,1,27,PHO,Mario Bennett\bennema01,21.336,F,us,Arizona State University,1996,2000,68,8.9,4.0,2.7,0.4,0.5,0.3,.534,.537,.333,.511,1.9,.153"
"1448,1995,NBA,1,28,UTA,Greg Ostertag\ostergr01,22.119,C,us,University of Kansas,1996,2006,756,19.5,4.6,5.5,0.6,0.3,1.7,.486,.487,.100,.569,33.8,.110"
"1449,1995,NBA,1,29,SAS,Cory Alexander\alexaco01,22.011,G,us,University of Virginia,1996,2005,307,15.8,5.5,1.6,2.7,0.9,0.1,.389,.417,.354,.756,3.0,.030"
"1450,1995,NBA,2,30,DET,Lou Roe\roelo01,22.354,F,us,University of Massachusetts Amherst,1996,1997,66,7.3,2.0,1.4,0.3,0.2,0.1,.333,.347,.250,.647,0.0,-0.001"
"1451,1995,NBA,2,31,CHI,Dragan Tarla?\tarladr01,22.055,C,rs,,2001,2001,43,13.9,2.4,2.8,0.7,0.2,0.4,.394,.394,,.758,-0.2,-0.016"
"1452,1995,NBA,2,32,WSB,Terrence Rencher\renchte01,22.134,G,us,University of Texas at Austin,1996,1996,36,11.3,2.9,1.2,1.5,0.4,0.1,.330,.338,.310,.674,-0.2,-0.021"
"1453,1995,NBA,2,33,BOS,Junior Burrough\burroju01,22.166,F,us,University of Virginia,1996,1996,61,8.1,3.1,1.8,0.2,0.2,0.2,.376,.376,,.656,-0.2,-0.018"
"1454,1995,NBA,2,34,GSW,Andrew DeClercq\declean01,22.152,F-C,us,University of Florida,1996,2005,587,16.8,4.8,4.2,0.6,0.7,0.5,.507,.507,.000,.621,19.3,.094"
"1455,1995,NBA,2,35,TOR,Jimmy King\kingji02,21.328,G,us,University of Michigan,1996,1997,64,13.9,4.5,1.8,1.4,0.4,0.2,.429,.471,.147,.691,0.0,.001"
"1456,1995,NBA,2,36,VAN,Lawrence Moten\motenla01,23.100,G,us,Syracuse University,1996,1998,119,15.2,6.3,1.5,1.5,0.6,0.3,.408,.450,.299,.652,0.0,.001"
"1457,1995,NBA,2,37,LAL,Frankie King\kingfr01,23.027,G,us,Western Carolina University,1996,1997,13,6.1,2.1,1.2,0.5,0.5,0.0,.357,.360,.333,.750,0.0,.025"
"1458,1995,NBA,2,38,MIL,Rashard Griffith,,,,University of Wisconsin,,,,,,,,,,,,,,,"
"1459,1995,NBA,2,39,CLE,Donny Marshall\marshdo02,22.351,F,us,University of Connecticut,1996,2003,119,7.7,2.5,1.0,0.3,0.3,0.0,.321,.308,.336,.681,0.9,.045"
"1460,1995,NBA,2,40,GSW,Dwayne Whitfield\whitfdw01,22.316,F,us,Jackson State University,1996,1996,8,15.3,5.0,3.1,0.3,0.4,0.3,.433,.433,,.636,0.0,.010"
"1461,1995,NBA,2,41,HOU,Erik Meek,,,,Duke University,,,,,,,,,,,,,,,"
"1462,1995,NBA,2,42,ATL,Donnie Boyce\boycedo01,21.304,G,us,University of Colorado,1996,1997,30,6.5,2.6,0.8,0.5,0.4,0.2,.349,.387,.250,.500,-0.3,-0.064"
"1463,1995,NBA,2,43,MIL,Eric Snow\snower01,22.070,G,us,Michigan State University,1996,2008,846,27.3,6.8,2.5,5.0,1.2,0.1,.424,.436,.208,.763,43.4,.090"
"1464,1995,NBA,2,44,DEN,Anthony Pelle,,,,California State University Fresno,,,,,,,,,,,,,,,"
"1465,1995,NBA,2,45,ATL,Troy Brown,,,,Providence College,,,,,,,,,,,,,,,"
"1466,1995,NBA,2,46,MIA,George Banks,,,,University of Texas at El Paso,,,,,,,,,,,,,,,"
"1467,1995,NBA,2,47,SAC,Tyus Edney\edneyty01,22.139,G,us,University of California Los Angeles,1996,2001,226,21.0,7.6,1.7,4.0,1.0,0.0,.405,.419,.322,.806,6.8,.068"
"1468,1995,NBA,2,48,MIN,Mark Davis\davisma02,22.068,G-F,us,Texas Tech University,1996,2000,230,16.0,5.5,3.0,1.3,0.9,0.3,.442,.465,.246,.655,2.3,.030"
"1469,1995,NBA,2,49,MIN,Jerome Allen\allenje01,22.156,G,us,University of Pennsylvania,1996,1997,117,11.2,2.9,1.1,1.7,0.4,0.1,.350,.370,.317,.630,0.2,.006"
"1470,1995,NBA,2,50,GSW,Martin Lewis\lewisma01,20.066,F,us,Seward County Community College,1996,1997,25,9.6,3.6,1.4,0.3,0.4,0.2,.473,.500,.300,.593,0.1,.026"
"1471,1995,NBA,2,51,SAC,Dejan Bodiroga,,,,,,,,,,,,,,,,,,,"
"1472,1995,NBA,2,52,IND,Fred Hoiberg\hoibefr01,22.261,G,us,Iowa State University,1996,2005,541,18.4,5.4,2.7,1.6,0.8,0.1,.431,.456,.396,.854,27.6,.133"
"1473,1995,NBA,2,53,LAC,Constantin Popa,,,,University of Miami,,,,,,,,,,,,,,,"
"1474,1995,NBA,2,54,SEA,Aurelijius Zukauskas,,,,,,,,,,,,,,,,,,,"
"1475,1995,NBA,2,55,GSW,Michael McDonald\mcdonmi01,26.141,C,us,University of New Orleans,1998,1998,1,4.0,0.0,1.0,0.0,0.0,0.0,,,,,-0.1,-0.638"
"1476,1995,NBA,2,56,PHO,Chris Carr\carrch01,21.113,G,us,Southern Illinois University,1996,2001,297,15.2,6.7,2.2,1.0,0.3,0.2,.416,.445,.338,.807,3.9,.042"
"1477,1995,NBA,2,57,ATL,Cuonzo Martin\marticu01,23.284,G-F,us,Purdue University,1996,1997,7,4.6,1.3,0.4,0.4,0.1,0.0,.250,.000,.600,.000,-0.1,-0.151"
"1478,1995,NBA,2,58,DET,Don Reid\reiddo01,21.185,F,us,Georgetown University,1996,2003,403,13.3,3.6,2.9,0.4,0.5,0.7,.530,.531,.000,.658,13.7,.123"
"1479,1994,NBA,1,1,MIL,Glenn Robinson\robingl01,21.175,F,us,Purdue University,1995,2005,688,36.8,20.7,6.1,2.7,1.2,0.6,.459,.480,.340,.820,39.8,.075"
"1480,1994,NBA,1,2,DAL,Jason Kidd\kiddja01,21.103,G,us,University of California,1995,2013,1391,36.0,12.6,6.3,8.7,1.9,0.3,.400,.429,.349,.785,138.6,.133"
"1481,1994,NBA,1,3,DET,Grant Hill\hillgr01,21.272,F-G,us,Duke University,1995,2013,1026,33.9,16.7,6.0,4.1,1.2,0.6,.483,.493,.314,.769,99.9,.138"
"1482,1994,NBA,1,4,MIN,Donyell Marshall\marshdo01,21.047,F,us,University of Connecticut,1995,2009,957,26.2,11.2,6.7,1.4,0.8,0.9,.435,.468,.350,.731,59.0,.113"
"1483,1994,NBA,1,5,WSB,Juwan Howard\howarju01,21.147,F,us,University of Michigan,1995,2013,1208,30.3,13.4,6.1,2.2,0.7,0.3,.469,.470,.120,.764,59.4,.078"
"1484,1994,NBA,1,6,PHI,Sharone Wright\wrighsh01,21.155,F-C,us,Clemson University,1995,1998,203,22.3,9.7,5.0,0.6,0.4,1.0,.456,.458,.083,.618,1.4,.015"
"1485,1994,NBA,1,7,LAC,Lamond Murray\murrala01,21.075,F,us,University of California,1995,2006,736,25.1,11.3,4.1,1.3,0.9,0.4,.430,.447,.360,.759,19.8,.052"
"1486,1994,NBA,1,8,SAC,Brian Grant\grantbr01,22.121,F,us,Xavier University,1995,2006,756,28.3,10.5,7.4,1.2,0.6,0.7,.490,.491,.214,.746,54.5,.122"
"1487,1994,NBA,1,9,BOS,Eric Montross\montrer01,22.285,C,us,University of North Carolina,1995,2002,465,18.2,4.5,4.6,0.4,0.3,0.6,.490,.491,.000,.478,8.5,.048"
"1488,1994,NBA,1,10,LAL,Eddie Jones\jonesed02,22.258,G-F,us,Temple University,1995,2008,954,34.4,14.8,4.0,2.9,1.7,0.6,.437,.474,.373,.809,100.6,.147"
"1489,1994,NBA,1,11,SEA,Carlos Rogers\rogerca01,23.149,C-F,us,Tennessee State University,1995,2002,298,19.0,7.4,4.3,0.6,0.4,0.8,.536,.558,.258,.562,11.1,.095"
"1490,1994,NBA,1,12,MIA,Khalid Reeves\reevekh01,21.354,G,us,University of Arizona,1995,2000,277,21.1,7.8,2.1,3.2,0.8,0.1,.416,.446,.363,.744,8.4,.069"
"1491,1994,NBA,1,13,DEN,Jalen Rose\roseja01,21.155,G-F,us,University of Michigan,1995,2007,923,30.3,14.3,3.5,3.8,0.8,0.3,.443,.464,.355,.801,47.2,.081"
"1492,1994,NBA,1,14,NJN,Yinka Dare\dareyi01,21.267,C,ng,George Washington University,1995,1998,110,9.1,2.1,2.6,0.0,0.1,0.6,.396,.396,,.570,-0.7,-0.033"
"1493,1994,NBA,1,15,IND,Eric Piatkowski\piatker01,23.278,G-F,us,University of Nebraska,1995,2008,789,18.5,7.5,2.2,1.0,0.5,0.1,.434,.464,.399,.839,31.0,.102"
"1494,1994,NBA,1,16,GSW,Clifford Rozier\roziecl01,21.246,C-F,us,University of Louisville,1995,1998,173,17.2,4.8,5.2,0.6,0.5,0.7,.496,.501,.182,.465,3.9,.063"
"1495,1994,NBA,1,17,POR,Aaron McKie\mckieaa01,21.275,G,us,Temple University,1995,2007,793,24.2,7.4,3.3,2.7,1.2,0.2,.438,.461,.350,.779,40.0,.100"
"1496,1994,NBA,1,18,MIL,Eric Mobley\mobleer01,24.154,C,us,University of Pittsburgh,1995,1997,113,13.9,3.9,3.1,0.5,0.2,0.5,.541,.538,.750,.475,1.1,.034"
"1497,1994,NBA,1,19,DAL,Tony Dumas\dumasto01,21.313,G,us,University of Missouri-Kansas City,1995,1998,156,14.2,7.3,1.3,1.2,0.4,0.1,.404,.438,.327,.608,1.3,.027"
"1498,1994,NBA,1,20,PHI,B.J. Tyler\tylerbj01,23.066,G,us,University of Texas at Austin,1995,1995,55,14.7,3.5,1.1,3.2,0.7,0.0,.381,.406,.314,.700,-0.7,-0.039"
"1499,1994,NBA,1,21,CHI,Dickey Simpkins\simpkdi01,22.089,F,us,Providence College,1995,2002,327,15.9,4.2,3.6,0.9,0.3,0.2,.440,.442,.222,.618,4.7,.044"
"1500,1994,NBA,1,22,SAS,Bill Curley\curlebi01,22.036,F,us,Boston College,1995,2001,147,11.0,2.7,2.0,0.4,0.4,0.3,.444,.449,.222,.743,1.6,.047"
"1501,1994,NBA,1,23,PHO,Wesley Person\persowe01,23.099,G,us,Auburn University,1995,2005,733,28.3,11.2,3.3,1.7,0.8,0.3,.457,.484,.418,.778,44.0,.102"
"1502,1994,NBA,1,24,NYK,Monty Williams\willimo01,22.270,F,us,University of Notre Dame,1995,2003,456,16.7,6.3,2.8,1.2,0.6,0.3,.481,.487,.111,.665,11.4,.072"
"1503,1994,NBA,1,25,LAC,Greg Minor\minorgr01,22.290,G-F,us,University of Louisville,1995,1999,277,18.6,6.9,2.7,1.4,0.6,0.2,.478,.495,.226,.767,8.2,.077"
"1504,1994,NBA,1,26,NYK,Charlie Ward\wardch01,23.266,G,us,Florida State University,1995,2005,630,22.3,6.3,2.6,4.0,1.2,0.2,.408,.455,.364,.771,33.0,.113"
"1505,1994,NBA,1,27,ORL,Brooks Thompson\thompbr01,23.351,G,us,Oklahoma State University,1995,1998,168,10.2,4.5,0.9,1.7,0.5,0.0,.409,.456,.376,.647,2.0,.057"
"1506,1994,NBA,2,28,DAL,Deon Thomas,,,,University of Illinois at Urbana-Champaign,,,,,,,,,,,,,,,"
"1507,1994,NBA,2,29,PHO,Antonio Lang\langan02,22.050,F-G,us,Duke University,1995,2000,143,9.8,2.3,1.5,0.3,0.4,0.3,.455,.469,.000,.719,1.7,.057"
"1508,1994,NBA,2,30,MIN,Howard Eisley\eisleho01,21.212,G,us,Boston College,1995,2006,786,20.4,6.5,1.7,3.5,0.7,0.1,.407,.434,.350,.827,19.5,.058"
"1509,1994,NBA,2,31,ORL,Rodney Dent,,,,University of Kentucky,,,,,,,,,,,,,,,"
"1510,1994,NBA,2,32,WSB,Jim McIlvaine\mcilvji01,21.339,C,us,Marquette University,1995,2001,401,14.8,2.7,3.1,0.3,0.3,1.7,.446,.450,.100,.551,9.4,.076"
"1511,1994,NBA,2,33,PHI,Derrick Alston\alstode01,21.318,F,us,Duquesne University,1995,1997,139,19.1,5.4,3.8,0.7,0.7,0.6,.489,.493,.143,.487,2.6,.047"
"1512,1994,NBA,2,34,ATL,Gaylon Nickerson\nickega01,25.150,G,us,Northwestern Oklahoma State University,1997,1997,4,10.5,3.8,1.3,0.3,0.3,0.3,.333,.400,.000,1.000,0.1,.076"
"1513,1994,NBA,2,35,SAC,Michael Smith\smithmi02,22.098,F,us,Providence College,1995,2001,449,23.5,5.6,7.1,1.5,0.8,0.6,.538,.539,.143,.529,23.4,.107"
"1514,1994,NBA,2,36,BOS,Andrei Fetisov,,,,,,,,,,,,,,,,,,,"
"1515,1994,NBA,2,37,SEA,Dontonio Wingfield\wingfdo01,20.011,F,us,University of Cincinnati,1995,1998,114,10.1,3.7,2.4,0.7,0.3,0.1,.389,.437,.309,.721,1.8,.074"
"1516,1994,NBA,2,38,CHH,Darrin Hancock\hancoda01,22.244,G-F,us,University of Kansas,1995,1997,133,10.5,3.5,1.3,0.7,0.4,0.1,.530,.533,.333,.579,1.1,.038"
"1517,1994,NBA,2,39,GSW,Anthony Miller\millean01,22.256,F,us,Michigan State University,1995,2005,181,9.0,2.8,2.7,0.4,0.3,0.1,.510,.516,.250,.576,3.8,.110"
"1518,1994,NBA,2,40,MIA,Jeff Webster\webstje01,23.136,F,us,University of Oklahoma,1996,1996,11,5.3,1.6,0.6,0.3,0.4,0.0,.348,.353,.333,,0.0,-0.030"
"1519,1994,NBA,2,41,IND,William Njoku,,,,,,,,,,,,,,,,,,,"
"1520,1994,NBA,2,42,CLE,Gary Collier,,,,University of Tulsa,,,,,,,,,,,,,,,"
"1521,1994,NBA,2,43,POR,Shawnelle Scott\scottsh01,22.018,C,us,St. John's University,1997,2002,105,6.0,1.8,2.2,0.2,0.1,0.2,.464,.464,,.465,1.3,.101"
"1522,1994,NBA,2,44,IND,Damon Bailey,,,,Indiana University,,,,,,,,,,,,,,,"
"1523,1994,NBA,2,45,GSW,Dwayne Morton\mortodw01,22.331,F,us,University of Louisville,1995,1995,41,9.6,4.1,1.4,0.4,0.3,0.4,.388,.394,.360,.682,0.2,.025"
"1524,1994,NBA,2,46,MIL,Voshon Lenard\lenarvo01,21.051,G,us,University of Minnesota,1996,2006,565,27.2,11.9,2.8,2.1,0.8,0.2,.415,.436,.384,.787,29.6,.093"
"1525,1994,NBA,2,47,UTA,Jamie Watson\watsoja01,22.132,F,us,University of South Carolina,1995,1999,102,12.2,3.2,1.5,1.1,0.6,0.2,.468,.494,.316,.694,1.2,.045"
"1526,1994,NBA,2,48,DET,Jevon Crudup,,,,University of Missouri,,,,,,,,,,,,,,,"
"1527,1994,NBA,2,49,CHI,Kris Bruton,,,,Benedict College,,,,,,,,,,,,,,,"
"1528,1994,NBA,2,50,PHO,Charles Claxton\claxtch01,23.204,C,vi,University of Georgia,1996,1996,3,2.3,0.7,0.7,0.0,0.0,0.3,.500,.500,,.000,0.0,-0.179"
"1529,1994,NBA,2,51,SAC,Lawrence Funderburke\fundela01,23.202,F,us,Ohio State University,1998,2005,318,14.9,6.4,3.6,0.6,0.3,0.3,.506,.510,.118,.675,12.9,.131"
"1530,1994,NBA,2,52,PHO,Anthony Goldwire\goldwan01,22.302,G,us,University of Houston,1996,2006,266,18.6,6.3,1.3,2.8,0.6,0.0,.407,.419,.386,.792,6.4,.062"
"1531,1994,NBA,2,53,HOU,Albert Burditt,,,,University of Texas at Austin,,,,,,,,,,,,,,,"
"1532,1994,NBA,2,54,SEA,Željko Rebra?a\rebraze01,22.086,C,rs,,2002,2006,215,15.3,5.9,3.2,0.4,0.3,0.7,.527,.527,,.792,8.3,.121"
"1533,1993,NBA,1,1,ORL,Chris Webber\webbech01,20.126,F-C,us,University of Michigan,1994,2008,831,37.1,20.7,9.8,4.2,1.4,1.4,.479,.490,.299,.649,84.7,.132"
"1534,1993,NBA,1,2,PHI,Shawn Bradley\bradlsh01,21.105,C,de,Brigham Young University,1994,2005,832,23.5,8.1,6.3,0.7,0.6,2.5,.457,.459,.103,.716,40.7,.100"
"1535,1993,NBA,1,3,GSW,Anfernee Hardaway\hardaan01,21.353,G-F,us,University of Memphis,1994,2008,704,33.7,15.2,4.5,5.0,1.6,0.4,.458,.489,.316,.774,61.9,.125"
"1536,1993,NBA,1,4,DAL,Jamal Mashburn\mashbja01,20.218,F,us,University of Kentucky,1994,2004,611,37.3,19.1,5.4,4.0,1.0,0.2,.418,.439,.345,.766,43.7,.092"
"1537,1993,NBA,1,5,MIN,Isaiah Rider\rideris01,22.116,G,us,University of Nevada Las Vegas,1994,2002,563,31.7,16.7,3.8,2.7,0.7,0.2,.443,.471,.352,.812,22.8,.061"
"1538,1993,NBA,1,6,WSB,Calbert Cheaney\cheanca01,21.354,G-F,us,Indiana University,1994,2006,825,26.7,9.5,3.2,1.7,0.8,0.2,.466,.483,.298,.691,23.1,.050"
"1539,1993,NBA,1,7,SAC,Bobby Hurley\hurlebo01,22.008,G,us,Duke University,1994,1998,269,15.5,3.8,1.1,3.3,0.4,0.0,.353,.377,.272,.769,-1.2,-0.014"
"1540,1993,NBA,1,8,MIL,Vin Baker\bakervi01,21.225,F,us,University of Hartford,1994,2006,791,32.5,15.0,7.4,1.9,0.7,1.0,.485,.490,.215,.638,47.0,.088"
"1541,1993,NBA,1,9,DEN,Rodney Rogers\rogerro01,22.016,F,us,Wake Forest University,1994,2005,866,25.3,10.9,4.5,2.0,1.0,0.5,.451,.486,.347,.690,38.8,.085"
"1542,1993,NBA,1,10,DET,Lindsey Hunter\hunteli01,22.215,G,us,Jackson State University,1994,2010,937,24.8,8.5,2.2,2.7,1.2,0.2,.388,.405,.360,.746,32.9,.068"
"1543,1993,NBA,1,11,DET,Allan Houston\houstal01,22.077,G,us,University of Tennessee,1994,2005,839,33.7,17.3,2.9,2.4,0.7,0.2,.444,.460,.402,.863,55.3,.094"
"1544,1993,NBA,1,12,LAL,George Lynch\lynchge01,22.306,F,us,University of North Carolina,1994,2005,774,22.8,6.6,5.0,1.4,1.1,0.3,.446,.462,.306,.652,32.3,.088"
"1545,1993,NBA,1,13,LAC,Terry Dehere\deherte01,21.297,G,us,Seton Hall University,1994,1999,402,18.2,8.0,1.5,2.6,0.5,0.1,.411,.427,.378,.779,7.3,.048"
"1546,1993,NBA,1,14,IND,Scott Haskin\haskisc01,22.290,C-F,us,Oregon State University,1994,1994,27,6.9,2.0,2.0,0.2,0.1,0.6,.467,.467,,.684,0.3,.087"
